company,status,address,city,county,state,zip,tiv,latitude,longitude,model_type,loss_type,overall_risk_class,severity_class,frequency_class,distance_to_high_hazard,customer_zone
3,active,16150 Puerta Del Sol,Del Mar,San Diego,CA,92014,1234376,33.00329,-117.22307,ugly,smoke,low,extreme,high,38,4
1,active,14844 Rancho Valencia Vista,San Diego,San Diego,CA,92014,1130712,32.98626,-117.18433,good,wind,minimal,low,medium,5,28
2,active,1136 Prospect Pl,Vista,San Diego,CA,92081,968580,33.18421,-117.23827,good,fire,low,minimal,extreme,12,24
3,active,18108 Querida Sol,Rancho Santa Fe,San Diego,CA,92091,1583477,33.04958,-117.19961,ugly,wind,minimal,minimal,extreme,47,3
1,active,18146 Querida Sol,Rancho Santa Fe,San Diego,CA,92091,413146,33.05041,-117.20043,bad,wind,low,minimal,medium,14,40
2,active,7153 Rancho La Cima Dr,Rancho Santa Fe,San Diego,CA,92091,668770,33.04546,-117.17967,good,wind,high,high,low,13,42
3,active,8338 Regents Rd,San Diego,San Diego,CA,92122,999554,32.86629,-117.22233,good,fire,minimal,medium,medium,50,1
1,active,7908 Port Royale Dr,San Diego,San Diego,CA,92126,587223,32.90399,-117.15393,bad,fire,low,medium,extreme,36,4
2,active,17183 Poblado Ct,San Diego,San Diego,CA,92127,1548547,33.02712,-117.08373,good,fire,high,minimal,medium,22,22
3,active,12175 Ragweed St,San Diego,San Diego,CA,92129,1503049,32.9407,-117.14397,bad,wind,extreme,high,low,40,2
1,active,13939 Rancho Capistrano Bend,San Diego,San Diego,CA,92130,1207870,32.96944,-117.20926,bad,smoke,low,medium,high,18,9
2,active,4542 Rancho Del Mar Trail,San Diego,San Diego,CA,92130,927705,32.97104,-117.22202,good,wind,medium,minimal,minimal,23,6
3,active,5017 Rancho Del Mar Trl,San Diego,San Diego,CA,92130,507648,32.97329,-117.21219,bad,smoke,low,high,low,27,15
1,active,5142 Rancho Del Mar Trl,San Diego,San Diego,CA,92130,471354,32.97351,-117.21014,ugly,wind,extreme,extreme,medium,33,44
2,active,4336 Rancho Los Brisas Trail,San Diego,San Diego,CA,92130,501885,32.9724,-117.22478,good,fire,minimal,minimal,extreme,6,30
3,active,5041 Rancho Quinta Bend,San Diego,San Diego,CA,92130,435902,32.96939,-117.21153,good,fire,minimal,low,medium,16,23
1,active,1743 Pine St,Ramona,San Diego,CA,92065,997903,33.07133,-116.87179,good,fire,extreme,low,high,8,9
2,active,19775 Ramona Trails Dr,Ramona,San Diego,CA,92065,719452,33.06939,-116.82137,bad,wind,high,low,minimal,15,41
3,active,1927 Petaluma Dr,Chula Vista,San Diego,CA,91913,1205604,32.63783,-116.97802,good,fire,minimal,minimal,extreme,20,29
1,active,407 Plaza Toluca,Chula Vista,UNKNOWN,CA,91914,803726,32.66827,-116.9696,good,smoke,low,medium,medium,25,14
2,active,2443 Pointe Pkwy,Spring Valley,San Diego,CA,91978,1302665,32.72094,-116.9655,bad,wind,low,low,low,45,16
3,active,2003 Pierce Ct,El Cajon,San Diego,CA,92019,1377440,32.75791,-116.91051,good,smoke,low,minimal,extreme,28,12
1,active,8485 Pine Creek Rd,Pine Valley,San Diego,CA,91962,1067831,32.83803,-116.53303,ugly,wind,minimal,medium,high,38,32
2,active,80441 Portobello Dr,Indio,Riverside,CA,92201,617585,33.72987,-116.26221,bad,wind,medium,minimal,medium,7,8
3,active,74432 Quail Lakes Dr,Indian Wells,Riverside,CA,92210,1513349,33.71002,-116.36761,ugly,fire,extreme,minimal,low,13,45
1,active,411 Red River Rd,Palm Desert,Riverside,CA,92211,488529,33.75483,-116.3408,good,wind,extreme,minimal,medium,18,28
2,active,33384 Pueblo Tr,Cathedral City,Riverside,CA,92234,1540725,33.80586,-116.46789,ugly,fire,high,high,medium,13,31
3,active,79780 Rancho La Quinta Dr,La Quinta,Riverside,CA,92253,665011,33.69854,-116.27211,good,wind,high,high,high,44,38
1,active,91969 Rebecca,Mecca,Riverside,CA,92254,1577975,33.57084,-116.06193,good,smoke,extreme,high,high,6,15
2,active,74344 Pepper Grass Street,Palm Desert,Riverside,CA,92260,1159629,33.71537,-116.3682,bad,smoke,medium,minimal,low,14,24
3,active,325 Piazza Roma,Palm Desert,Riverside,CA,92260,506070,33.75594,-116.37706,ugly,fire,minimal,high,low,25,31
1,active,73 Portola Dr,Palm Springs,Riverside,CA,92264,773158,33.79585,-116.47995,good,wind,high,high,extreme,32,12
2,active,38603 Peterson Rd,Rancho Mirage,Riverside,CA,92270,1595566,33.76687,-116.43859,good,fire,high,minimal,minimal,23,11
3,active,70444 Placerville Rd,Rancho Mirage,Riverside,CA,92270,1367908,33.75393,-116.43522,bad,smoke,minimal,extreme,high,29,20
1,active,33 Regency Dr,Rancho Mirage,Riverside,CA,92270,1038044,33.76187,-116.43018,ugly,smoke,medium,medium,high,5,33
2,active,59665 Reynolds Way,Anza,Riverside,CA,92539,1072948,33.546,-116.61785,bad,smoke,extreme,low,low,20,24
3,active,69385 Poolside Drive,Desert Hot Springs,Riverside,CA,92241,401156,33.92902,-116.45174,good,smoke,medium,extreme,low,23,41
1,active,61962 Petunia Dr,Joshua Tree,San Bernardino,CA,92252,399428,34.14429,-116.31158,good,smoke,high,extreme,extreme,23,50
2,active,144 Royal Oak Ct,Menlo Park,San Mateo,CA,94025,593031,37.42683,-122.19512,good,smoke,high,medium,high,13,10
3,active,99 Ridge View Dr,Atherton,San Mateo,CA,94027,357390,37.43642,-122.22958,ugly,smoke,minimal,low,minimal,45,22
1,active,97 Robles Dr,Woodside,San Mateo,CA,94062,929533,37.41662,-122.25877,ugly,wind,high,minimal,extreme,13,39
2,active,14306 Saddle Mountain Dr,Los Altos Hills,Santa Clara,CA,94022,726694,37.38468,-122.15836,bad,wind,extreme,high,extreme,45,33
3,active,15 Rincon Court,Santa Cruz,Santa Cruz,CA,95060,791619,37.02205,-122.03654,ugly,fire,medium,extreme,low,22,3
1,active,201 Rio Vista Dr,King City,Monterey,CA,93930,1411894,36.20057,-121.12931,ugly,wind,minimal,high,minimal,10,41
2,active,515 S Coalinga St,Coalinga,Fresno,CA,93210,1082887,36.1326,-120.36825,ugly,fire,low,minimal,low,22,11
3,active,519 Rose Ave,Taft,Kern,CA,93268,907491,35.13115,-119.45894,ugly,fire,minimal,extreme,medium,27,41
1,active,144 Rincon Point Rd,Carpinteria,Santa Barbara,CA,93013,395247,34.37431,-119.47845,bad,fire,medium,extreme,medium,4,9
2,active,4750 S Blosser Rd,Orcutt,Santa Barbara,CA,93455,989775,34.86855,-120.45405,bad,smoke,medium,low,extreme,37,43
3,active,1899 Ringsted Dr,Solvang,Santa Barbara,CA,93463,400008,34.60835,-120.12976,good,wind,high,minimal,minimal,45,17
1,active,41926 Roseman Creek Rd,Gualala,Mendocino,CA,95468,916221,38.83667,-123.5756,bad,smoke,extreme,low,medium,10,29
2,active,35 Ross Ter,Greenbrae,Marin,CA,94904,447802,37.95979,-122.55227,bad,wind,medium,low,medium,35,27
3,active,159 Surrey Way,Fillmore,Ventura,CA,93015,1250948,34.39448,-118.91799,ugly,fire,high,minimal,medium,2,1
1,active,3680 Sunset Valley Rd,Moorpark,Ventura,CA,93021,1217075,34.25738,-118.85375,bad,smoke,medium,high,high,15,34
2,active,3160 Sunset Ln,Oxnard,Ventura,CA,93035,1459125,34.17164,-119.23248,bad,smoke,extreme,high,low,23,16
3,active,6175 Stoke Ct,Simi Valley,Ventura,CA,93063,1490501,34.27671,-118.67057,ugly,fire,high,high,minimal,49,26
1,active,2089 Swindon Ave,Simi Valley,Ventura,CA,93063,1480360,34.27365,-118.66061,bad,fire,high,extreme,low,40,35
2,active,1911 Stoneman St,Simi Valley,Ventura,CA,93065,818179,34.28641,-118.75982,ugly,smoke,minimal,medium,medium,43,50
3,active,13397 Ravello Ct,Victorville,San Bernardino,CA,92392,1370856,34.49379,-117.3881,ugly,smoke,medium,low,medium,33,24
1,active,4683 Rancho Verde Trl,San Diego,San Diego,CA,92130,1216819,32.96995,-117.21847,good,fire,medium,minimal,minimal,32,32
2,active,13 Picasso Court,Rancho Mirage,Riverside,CA,92270,1368583,33.79052,-116.39084,good,wind,high,minimal,minimal,0,21
3,active,184 Sacramento Ave,San Anselmo,Marin,CA,94960,977908,37.98961,-122.56514,good,fire,medium,minimal,minimal,33,35
1,active,17524 Riverside Way,Guerneville,Sonoma,CA,95446,900645,38.49273,-123.01352,bad,fire,extreme,medium,medium,25,34
2,active,191 Ridge Dr,Napa,Napa,CA,94558,376131,38.39603,-122.29927,ugly,smoke,low,medium,extreme,39,35
3,active,886 Rutherford Rd,Napa,Napa,CA,94558,1351661,38.46777,-122.40487,bad,wind,high,minimal,low,30,33
1,active,1001 Rossi Rd,St Helena,Napa,CA,94574,582717,38.5177,-122.41019,ugly,smoke,low,medium,minimal,31,29
2,active,42607 Mcarthur Rd,Fall River Mills,Shasta,CA,96028,401332,41.05096,-121.40725,good,wind,extreme,low,minimal,2,21
3,active,1254 Marina Cir,Discovery Bay,Contra Costa,CA,94505,436378,37.90778,-121.60248,good,wind,minimal,high,medium,47,27
1,active,112 Ross Cir,Oakland,Alameda,CA,94618,593932,37.85135,-122.24856,bad,wind,minimal,medium,high,40,11
2,active,1263 Russelmann Park Rd,Clayton,Contra Costa,CA,94517,1108566,37.91787,-121.90673,ugly,fire,extreme,extreme,medium,29,28
3,active,3560 S Silver Springs Rd,Lafayette,Contra Costa,CA,94549,1412068,37.87939,-122.11972,bad,smoke,low,extreme,medium,40,9
1,active,629 Rigby Ave,Rio Dell,Humboldt,CA,95562,635971,40.49792,-124.09761,good,smoke,high,low,extreme,21,40
2,active,668 Rigby Ave,Rio Dell,Humboldt,CA,95562,598109,40.49859,-124.09693,good,wind,high,medium,minimal,19,1
3,active,11348 S. Fork Mtn Lookout Rd,Redding,Shasta,CA,96001,1469164,40.61697,-122.51334,ugly,wind,minimal,minimal,medium,7,9
1,active,21049 S. Powerhouse Rd,Manton,Tehama,CA,96059,1353975,40.41806,-121.87163,good,smoke,minimal,high,low,45,46
2,active,887 S Estates Dr,Brentwood,Contra Costa,CA,94513,1254907,37.93402,-121.70809,bad,smoke,minimal,minimal,high,31,8
3,active,27232 S Hillview St,Tracy,San Joaquin,CA,95304,525840,37.70842,-121.39967,ugly,fire,minimal,low,minimal,30,30
1,active,15271 Ridgewood Ct,Sonora,Tuolumne,CA,95370,509159,38.00074,-120.30827,good,smoke,medium,high,high,6,20
2,active,8879 Rubicon Dr,South Lake Tahoe,El Dorado,CA,96150,1483124,39.01362,-120.11546,good,fire,high,high,medium,0,13
3,active,4099 Saddle Rd,South Lake Tahoe,El Dorado,CA,96150,912014,38.94413,-119.93441,good,fire,low,high,extreme,22,2
1,active,2132 Riviera Dr,Blythe,Riverside,CA,92225,751881,33.57423,-114.54527,bad,smoke,minimal,high,medium,18,30
2,active,15359 Rosales St,Sylmar,Los Angeles,CA,91342,1511985,34.30491,-118.46722,good,wind,extreme,minimal,high,43,45
3,active,94 Ritz Cove Dr,Dana Point,Orange,CA,92629,1017415,33.47946,-117.71955,good,fire,minimal,low,high,34,7
1,active,34 Saddleback Rd,Rolling Hills,Los Angeles,CA,90274,1126453,33.77177,-118.34089,good,smoke,high,minimal,high,22,29
2,active,107 Saddleback Rd,Rolling Hills,Los Angeles,CA,90274,863268,33.76569,-118.34314,ugly,wind,low,medium,low,21,9
3,active,29629 S Wyclff Ave,Rancho Palos Verdes,Los Angeles,CA,90275,1021920,33.74733,-118.31423,ugly,fire,medium,minimal,low,4,32
1,active,235 Roswell,Long Beach,Los Angeles,CA,90803,888501,33.76505,-118.14374,bad,wind,high,high,minimal,15,7
2,active,24366 Rolling View Rd,Hidden Hills,Los Angeles,CA,91302,1283741,34.15938,-118.65968,ugly,fire,minimal,minimal,extreme,28,5
3,active,113 Saddlebow Dr,Bell Canyon,Los Angeles,CA,91307,559127,34.20642,-118.70379,good,smoke,extreme,low,medium,9,46
1,active,666 Rudman Dr,Newbury Park,Ventura,CA,91320,688739,34.18731,-118.94598,bad,smoke,minimal,medium,low,36,50
2,active,3456 Ridgeford Dr,Westlake Village,Ventura,CA,91361,743121,34.1357,-118.8151,ugly,wind,medium,medium,medium,39,49
3,active,3517 Ridgeford Dr,Westlake Village,Ventura,CA,91361,412451,34.13565,-118.81353,ugly,smoke,medium,low,low,28,37
1,active,31600 Rustic Oak Dr,Westlake Village,Ventura,CA,91361,902363,34.141,-118.81075,bad,fire,minimal,medium,medium,50,47
2,active,636 S F St,Oxnard,Ventura,CA,93030,455271,34.19566,-119.18452,good,smoke,low,medium,extreme,26,42
3,active,3138 S F St,Oxnard,Ventura,CA,93033,640614,34.17086,-119.18363,bad,fire,extreme,minimal,extreme,17,5
1,active,19 Sailcrest,Newport Coast,Orange,CA,92657,1186100,33.59701,-117.84413,bad,fire,medium,medium,low,25,1
2,active,1867 Rocking Horse Dr,Simi Valley,Ventura,CA,93065,1015670,34.24068,-118.76175,good,wind,high,minimal,medium,46,16
3,active,322 S Montgomery St,Ojai,Ventura,CA,93023,1468645,34.44583,-119.24348,ugly,wind,minimal,minimal,medium,9,36
1,active,37651 Rowley Ct,Palmdale,Los Angeles,CA,93552,1215910,34.56599,-118.04034,bad,smoke,high,minimal,high,10,5
2,active,22758 Rio Chico Dr,Valencia,Los Angeles,CA,91354,1274168,34.43784,-118.53415,ugly,smoke,extreme,minimal,low,13,13
3,active,27171 Saddlepeak Trl,Valencia,Los Angeles,CA,91354,1071731,34.43189,-118.55032,bad,smoke,low,low,minimal,21,28
1,active,10976 Russet Ave,Sunland,Los Angeles,CA,91040,546945,34.26864,-118.31848,bad,wind,minimal,extreme,high,12,36
2,active,576 S Huntington St,San Fernando,Los Angeles,CA,91340,1607474,34.2847,-118.45002,good,smoke,medium,high,extreme,30,42
3,active,451 S Los Robles Ave,Pasadena,Los Angeles,CA,91101,1541725,34.13814,-118.14133,ugly,fire,low,high,high,34,31
1,active,284 S Madison Ave,Pasadena,Los Angeles,CA,91101,492553,34.14093,-118.13788,good,fire,medium,medium,minimal,18,22
2,active,9966 Rideau St,Whittier,Los Angeles,CA,90601,1374374,34.01096,-118.06102,good,smoke,minimal,high,extreme,28,7
3,active,955 S El Molino Ave,Pasadena,Los Angeles,CA,91106,1258756,34.12941,-118.13672,ugly,smoke,extreme,medium,extreme,49,9
1,active,1027 S El Molino Ave,Pasadena,Los Angeles,CA,91106,1165643,34.12809,-118.13699,ugly,wind,medium,medium,minimal,10,35
2,active,1478 S El Molino Ave,Pasadena,Los Angeles,CA,91106,903921,34.12102,-118.13697,ugly,smoke,minimal,extreme,medium,32,3
3,active,2282 Roanoke Rd,San Marino,Los Angeles,CA,91108,1588831,34.12098,-118.10446,bad,smoke,high,high,extreme,10,6
1,active,4160 Rowland Ave,El Monte,Los Angeles,CA,91731,1168815,34.08309,-118.05387,ugly,smoke,extreme,medium,medium,12,43
2,active,11679 Roseglen St,El Monte,Los Angeles,CA,91732,1096896,34.0917,-118.01201,bad,smoke,low,minimal,high,1,44
3,active,927 S Gladys,San Gabriel,Los Angeles,CA,91776,1380282,34.0909,-118.08962,bad,fire,low,extreme,high,26,22
1,active,16037 Ridgeview Ln,La Mirada,Los Angeles,CA,90638,734011,33.91005,-117.98626,ugly,wind,low,medium,low,23,5
2,active,17032 Ridge Park Dr,Hacienda Heights,Los Angeles,CA,91745,979375,33.9953,-117.93497,ugly,wind,minimal,minimal,low,27,41
3,active,2340 Rustic Gate Wy,Hacienda Heights,Los Angeles,CA,91745,1276059,33.98468,-117.94418,bad,smoke,extreme,high,medium,37,20
1,active,2197 Rocky View Rd,Diamond Bar,Los Angeles,CA,91765,1559338,33.98521,-117.81384,ugly,smoke,extreme,medium,low,27,2
2,active,1718 S San Antonio Ave,Pomona,Los Angeles,CA,91766,479316,34.04052,-117.73642,bad,wind,minimal,minimal,minimal,10,16
3,active,549 S California Ave,West Covina,Los Angeles,CA,91790,1174736,34.0664,-117.93232,ugly,smoke,low,low,extreme,2,25
1,active,1146 S Coronado Ave,West Covina,Los Angeles,CA,91790,1221062,34.05515,-117.91977,ugly,wind,high,minimal,medium,22,26
2,active,1548 S Sunkist Ave,West Covina,Los Angeles,CA,91790,619248,34.06199,-117.95746,ugly,smoke,minimal,extreme,high,19,4
3,active,214 Rim Dr.,Tahoe Vista,Placer,CA,96148,938717,39.2388,-120.06256,good,smoke,minimal,high,extreme,19,14
1,active,15900 S Broadway,Blythe,Riverside,CA,92225,953173,33.58951,-114.59567,bad,wind,high,extreme,low,2,3
2,active,55 Saddlebow Rd,Bell Canyon,Los Angeles,CA,91307,720572,34.20291,-118.70253,good,smoke,minimal,extreme,minimal,28,26
3,active,466 S Enid Ave,Azusa,Los Angeles,CA,91702,441131,34.1149,-117.91368,good,wind,medium,low,medium,18,33
1,active,2343 Rosedale Curv,Upland,San Bernardino,CA,91784,976831,34.14853,-117.66512,good,smoke,medium,high,low,37,41
2,active,14904 Rosetown Ave,Fontana,San Bernardino,CA,92336,461525,34.15997,-117.48049,bad,smoke,high,high,high,13,3
3,active,4825 E FILLMORE AVE,FRESNO,Fresno,CA,93727,460070,36.741908,-119.735161,bad,fire,high,low,low,1,23
1,active,118 S Marcella Ave,Rialto,San Bernardino,CA,92376,1105874,34.09916,-117.3638,bad,smoke,high,high,high,30,12
2,active,735 S Vine Ave,Rialto,San Bernardino,CA,92376,1196052,34.08787,-117.3939,ugly,wind,high,high,medium,40,46
3,active,8902 Rossini Ct,Riverside,Riverside,CA,92503,1214558,33.95946,-117.46747,bad,smoke,low,minimal,low,13,15
1,active,7458 River Glen Dr,Riverside,Riverside,CA,92509,1110413,34.00719,-117.4456,good,wind,low,extreme,minimal,9,6
2,active,1471 River Dr,Norco,Riverside,CA,92860,613080,33.94561,-117.55364,good,smoke,low,minimal,low,18,12
3,active,6155 Risingstar Dr,Corona,Riverside,CA,92880,1317551,33.97644,-117.57916,bad,fire,medium,low,high,27,14
1,active,43662 Rogier St,Lancaster,Los Angeles,CA,93535,441258,34.67733,-118.10001,good,fire,high,extreme,high,13,45
2,active,31978 Saint Anne Dr,Llano,Los Angeles,CA,93544,1092508,34.47342,-117.84197,bad,smoke,medium,low,medium,49,22
3,active,19511 Roanoke Rd,Apple Valley,San Bernardino,CA,92307,1274399,34.54744,-117.23846,good,fire,high,medium,low,9,26
1,active,1409 Riverside Dr,Barstow,San Bernardino,CA,92311,1298592,34.90226,-117.00537,good,wind,medium,high,low,45,30
2,active,378 S Pershing Ave,San Bernardino,San Bernardino,CA,92408,1138183,34.09436,-117.28852,ugly,smoke,extreme,minimal,low,2,18
3,active,15526 Sage Ct,Moreno Valley,Riverside,CA,92555,1368945,33.895,-117.20422,bad,wind,minimal,minimal,minimal,21,43
1,active,694 Rocky Loop,Crestline,San Bernardino,CA,92325,791388,34.24,-117.27803,bad,fire,low,high,extreme,41,42
2,active,3349 Rimwood Pt,Running Springs,San Bernardino,CA,92382,1508163,34.1928,-117.1017,good,smoke,extreme,extreme,high,31,19
3,active,4548 Roxbury Rd.,Corona Del Mar,Orange,CA,92625,741285,33.58955,-117.86153,good,smoke,high,extreme,extreme,14,13
1,active,30 Ridgeline Dr,Newport Beach,Orange,CA,92660,1096913,33.61851,-117.84616,ugly,fire,high,minimal,high,47,28
2,active,742 S Hacienda St,Anaheim,Orange,CA,92804,382357,33.82254,-117.9476,bad,wind,extreme,minimal,high,7,9
3,active,107 Roadrunner,Irvine,Orange,CA,92603,461900,33.62622,-117.82781,ugly,wind,minimal,low,extreme,42,37
1,active,98 S La Senda Drive,Laguna Beach,Orange,CA,92651,514138,33.48659,-117.73299,bad,wind,extreme,medium,medium,45,46
2,active,38 S View,Trabuco Canyon,Orange,CA,92679,506749,33.57716,-117.5897,bad,fire,medium,high,medium,8,26
3,active,67 Rolling Rdg,Rancho Santa Margarita,Orange,CA,92688,450001,33.58234,-117.62237,bad,smoke,medium,extreme,extreme,35,4
1,active,218 S Clementine St,Oceanside,San Diego,CA,92054,906125,33.19551,-117.37434,good,wind,extreme,extreme,high,34,46
2,active,1235 S Ditmar St,Oceanside,San Diego,CA,92054,1537442,33.18451,-117.36704,bad,fire,minimal,high,high,25,44
3,active,409 S Pacific St,Oceanside,San Diego,CA,92054,905478,33.18892,-117.37885,good,fire,medium,minimal,extreme,22,44
1,active,1460 S Pacific St,Oceanside,San Diego,CA,92054,1408643,33.17829,-117.36993,good,wind,minimal,medium,medium,41,13
2,active,2756 Rosewood Cir,Oceanside,San Diego,CA,92056,1047816,33.20907,-117.26933,bad,fire,minimal,extreme,low,7,34
3,active,911 Rock Springs Rd,San Marcos,San Diego,CA,92069,1295777,33.14676,-117.13846,bad,fire,medium,low,low,21,7
1,active,1226 Rock Springs Rd,San Marcos,San Diego,CA,92069,840066,33.14743,-117.13062,ugly,smoke,minimal,medium,extreme,31,35
2,active,2157 S Santa Fe Ave,Vista,San Diego,CA,92083,950774,33.17187,-117.20742,good,fire,extreme,extreme,extreme,27,48
3,active,24958 Roble Dr,Idyllwild,Riverside,CA,92549,982602,33.76101,-116.69372,ugly,fire,high,extreme,medium,20,30
1,active,307 S Estudillo Ave,San Jacinto,Riverside,CA,92583,394497,33.7847,-116.96114,good,smoke,low,extreme,minimal,43,19
2,active,3858 Riviera Dr,San Diego,San Diego,CA,92109,580779,32.78922,-117.24053,ugly,fire,extreme,minimal,medium,44,39
3,active,3909 Riviera Dr,San Diego,San Diego,CA,92109,1302496,32.79016,-117.24082,ugly,smoke,extreme,extreme,low,9,17
1,active,240 S Carmel Rd,San Marcos,San Diego,CA,92078,504768,33.13514,-117.14977,bad,fire,low,extreme,high,25,23
2,active,16582 Rio Vista Rd,San Diego,San Diego,CA,92127,1198988,33.01453,-117.16015,bad,fire,low,high,minimal,19,1
3,active,17158 Ruette Campana,San Diego,San Diego,CA,92128,1170352,33.02337,-117.07068,good,smoke,medium,minimal,high,11,11
1,active,16149 S Woodson Dr,Ramona,San Diego,CA,92065,963210,33.01165,-116.95619,good,smoke,extreme,high,medium,32,48
2,active,2907 Sage View Dr,Alpine,San Diego,CA,91901,1159138,32.83161,-116.75154,good,fire,minimal,extreme,minimal,21,42
3,active,201 S Gina Ave,El Cajon,San Diego,CA,92019,906072,32.79349,-116.93047,bad,smoke,low,extreme,medium,35,29
1,active,889 S Orange Ave,El Cajon,San Diego,CA,92020,843871,32.78424,-116.9634,good,smoke,minimal,low,high,50,2
2,active,1787 Risueno Ct,San Diego,San Diego,CA,92154,768332,32.56242,-117.08626,bad,fire,low,low,high,2,23
3,active,117 S Regal St,Bakersfield,Kern,CA,93308,603569,35.40433,-119.03243,good,wind,extreme,high,medium,38,36
1,active,395 Ridgecrest Ln,Mammoth Lakes,Mono,CA,93546,1595463,37.65031,-118.98882,good,wind,high,extreme,low,17,28
2,active,69662 Rochester Rd,Cathedral City,Riverside,CA,92234,1318692,33.82848,-116.44679,ugly,wind,extreme,extreme,extreme,47,33
3,active,55411 Riviera,La Quinta,Riverside,CA,92253,1143862,33.64766,-116.27467,bad,fire,extreme,minimal,extreme,0,36
1,active,55348 Royal St George,La Quinta,Riverside,CA,92253,819611,33.64721,-116.24221,ugly,smoke,medium,low,extreme,48,1
2,active,2481 S Alhambra Dr,Palm Springs,Riverside,CA,92264,676125,33.78684,-116.53755,bad,wind,high,high,medium,4,50
3,active,2416 S Caliente Dr,Palm Springs,Riverside,CA,92264,983771,33.78804,-116.53304,bad,fire,minimal,minimal,medium,49,3
1,active,2307 S Skyview Drive,Palm Springs,Riverside,CA,92264,1497928,33.79038,-116.54438,ugly,wind,high,medium,extreme,19,21
2,active,1445 San Raymundo Rd,Hillsborough,San Mateo,CA,94010,1123655,37.55342,-122.36039,good,fire,extreme,low,medium,21,24
3,active,380 Santa Rita Ave,Menlo Park,San Mateo,CA,94025,404228,37.44047,-122.18376,bad,smoke,low,low,minimal,17,33
1,active,1282 Sharon Park Drive,Menlo Park,San Mateo,CA,94025,1049235,37.42581,-122.21847,bad,wind,low,high,low,25,17
2,active,255 Shawnee Pass,Portola Valley,San Mateo,CA,94028,474554,37.38256,-122.21684,bad,wind,high,high,minimal,24,10
3,active,630 Sand Hill Rd,Palo Alto,Santa Clara,CA,94304,938855,37.43966,-122.1753,good,fire,medium,extreme,low,39,23
1,active,323 Santa Rita Ave,Palo Alto,Santa Clara,CA,94301,1263127,37.43415,-122.14193,ugly,wind,extreme,low,minimal,47,15
2,active,475 Santa Rita Ave,Palo Alto,Santa Clara,CA,94301,514332,37.43569,-122.13995,good,fire,extreme,extreme,medium,24,17
3,active,574 Seale Ave,Palo Alto,Santa Clara,CA,94301,547790,37.43815,-122.14096,bad,fire,minimal,low,extreme,41,23
1,active,17959 Saratoga-los Gatos Rd,Monte Sereno,Santa Clara,CA,95030,1138789,37.23156,-121.98501,bad,wind,low,low,minimal,17,31
2,active,21547 Saratoga Heights Dr,Saratoga,Santa Clara,CA,95070,975602,37.25948,-122.05341,good,smoke,low,low,extreme,25,23
3,active,360 Santana Row,San Jose,Santa Clara,CA,95128,1542636,37.32078,-121.9478,ugly,wind,medium,minimal,high,11,17
1,active,363 Santana Row,San Jose,Santa Clara,CA,95128,1433558,37.32052,-121.94797,ugly,fire,low,low,low,9,12
2,active,215 Seascape Resort Dr,Aptos,Santa Cruz,CA,95003,863791,36.95102,-121.87679,ugly,fire,minimal,minimal,low,47,36
3,active,2623 Shoreline Rd,Bradley,Monterey,CA,93426,1281177,35.74769,-120.98408,good,wind,extreme,medium,minimal,4,4
1,active,330 San Antonio Dr,King City,Monterey,CA,93930,548154,36.21911,-121.13324,ugly,smoke,high,medium,low,27,41
2,active,5457 Silver Vista Way,San Jose,Santa Clara,CA,95138,1366299,37.28009,-121.76615,good,smoke,medium,high,high,48,7
3,active,17133 Santa Fe Grade,Los Banos,Merced,CA,93635,1086723,37.03662,-120.76844,bad,wind,low,low,minimal,1,28
1,active,5400 Schafer Rd,Mariposa,Mariposa,CA,95338,1093216,37.48176,-119.91617,ugly,fire,low,medium,extreme,32,15
2,active,4876 Sandyland Rd,Carpinteria,Santa Barbara,CA,93013,1277963,34.39483,-119.52599,ugly,wind,extreme,minimal,minimal,42,38
3,active,7486 Shepard Mesa Dr,Carpinteria,Santa Barbara,CA,93013,1007473,34.39831,-119.46389,bad,wind,medium,medium,minimal,32,6
1,active,1746 San Andres St,Santa Barbara,Santa Barbara,CA,93101,1400200,34.42114,-119.71931,ugly,smoke,extreme,low,minimal,18,24
2,active,79 Santa Teresita Way,Santa Barbara,Santa Barbara,CA,93105,505976,34.45899,-119.73627,bad,smoke,low,low,high,15,37
3,active,4482 Shadow Hills Blvd N,Santa Barbara,Santa Barbara,CA,93105,1445509,34.46099,-119.77348,ugly,fire,extreme,minimal,extreme,42,41
1,active,248 Santa Rosa Lane,Santa Barbara,Santa Barbara,CA,93108,1242234,34.4274,-119.62649,ugly,smoke,low,minimal,high,35,45
2,active,268 Santa Rosa Ln,Santa Barbara,Santa Barbara,CA,93108,511036,34.42776,-119.62641,ugly,smoke,medium,medium,low,23,4
3,active,17365 Rising Dale Way,Ramona,San Diego,CA,92065,1501509,33.02752,-116.82166,bad,smoke,low,medium,high,49,6
1,active,2039 Rio Vis,Needles,San Bernardino,CA,92363,1002205,34.83365,-114.62318,ugly,wind,extreme,minimal,high,35,44
2,active,547 Sea Ranch Drive,Santa Barbara,Santa Barbara,CA,93109,1384206,34.41108,-119.75525,good,wind,extreme,medium,extreme,28,13
3,active,37362 Sand Brook Dr,Palmdale,Los Angeles,CA,93550,610267,34.56146,-118.08337,good,wind,extreme,high,medium,27,21
1,active,1642 Shoreline Dr,Santa Barbara,Santa Barbara,CA,93109,1357656,34.39716,-119.71843,ugly,fire,medium,medium,high,49,42
