"id","geom","location id","address","city","county","state","zip","coverage a","coverage b","coverage c","tiv","latitude","longitude","geom_5070","hits","hits_c"
558,"0101000020E6100000A9C1340C1F695DC059518369180A4140",558,"653 E Harvard Pl","Ontario","San Bernardino","CA",91764,808267,0,7034,815301,34.07887,-117.64252,"0101000020CE130000CE91B8874AFD3DC1759C159B6E1A3641",0,0
559,"0101000020E6100000ED9E3C2CD4685DC059518369180A4140",559,"847 E Harvard Pl","Ontario","San Bernardino","CA",91764,2357327,23397,75313,2456037,34.07887,-117.63795,"0101000020CE1300009DDF35B8B2FB3DC14A266B1A101A3641",0,0
560,"0101000020E610000082E7DEC325695DC028B8585183094140",560,"634 E I St","Ontario","San Bernardino","CA",91764,3786888,32120,80067,3899075,34.07432,-117.64293,"0101000020CE130000F88C84EFE1FD3DC1F0AEDDAA87183641",0,0
561,"0101000020E61000008FA50F5D50675DC0C425C79DD2094140",561,"1783 E Rosewood Ct","Ontario","San Bernardino","CA",91764,2702881,0,36746,2739627,34.07674,-117.61428,"0101000020CE130000E236BB19A8F33DC11AA28E023F173641",0,0
562,"0101000020E6100000D4B7CCE9B2685DC09BC937DBDC084140",562,"937 E. Flora St","Ontario","San Bernardino","CA",91764,3844478,6936,79124,3930538,34.06924,-117.63592,"0101000020CE130000CE178080F0FB3DC1EA37CA92CD153641",0,0
563,"0101000020E610000006F52D73BA5E5DC0DE3CD521370B4140",563,"14887 Ebony Pl","Fontana","San Bernardino","CA",92335,3514933,24465,80661,3620059,34.08762,-117.48013,"0101000020CE1300006D0C6777D1C33DC1ADEA12B415113641",0,0
564,"0101000020E610000075029A081B5E5DC044C02154A9094140",564,"15332 El Molino St","Fontana","San Bernardino","CA",92335,2151700,18197,69216,2239113,34.07548,-117.4704,"0101000020CE130000D24003E69CC13DC121FB34A0230B3641",0,0
565,"0101000020E610000098DD938785345DC012F758FAD0214140",565,"1336 E Country Club Blvd","Big Bear City","San Bernardino","CA",92314,3696562,0,34596,3731158,34.26419,-116.82065,"0101000020CE130000575F4F4DEFCC3CC118F92B1643283641",18,18
566,"0101000020E61000002FDD240681975DC0E8BCC62E51E94040",566,"22654 Ellinwood Dr","Torrance","Los Angeles","CA",90505,1502482,4944,55328,1562754,33.82279,-118.36725,"0101000020CE130000C2A98D22C2133FC1402E46FD3CE93541",0,0
567,"0101000020E6100000F949B54FC75F5DC0F0164850FC044140",567,"14159 El Contento Ave","Fontana","San Bernardino","CA",92337,1432508,38227,94528,1565263,34.03895,-117.49654,"0101000020CE13000030B8A2354ECE3DC167ED4C88B1FD3541",0,0
568,"0101000020E6100000E50AEF7211575DC011E4A084990E4140",568,"547 E Etiwanda Ave","Rialto","San Bernardino","CA",92376,1025895,33399,67905,1127199,34.11406,-117.36044,"0101000020CE13000064924A9681973DC116824B92C4123641",0,0
569,"0101000020E6100000614F3BFC35575DC07CF2B0506B0E4140",569,"452 E Van Koevering St","Rialto","San Bernardino","CA",92376,3126711,38240,79801,3244752,34.11265,-117.36267,"0101000020CE13000018CE36C26B983DC148D7DC7158123641",0,0
570,"0101000020E6100000BA313D6189575DC0401361C3D30F4140",570,"198 E. Home St","Rialto","San Bernardino","CA",92376,1745790,21120,46702,1813612,34.12365,-117.36776,"0101000020CE130000DFA2F0F21F993DC1E9F106EA6E173641",0,0
571,"0101000020E610000088687407B15D5DC032E6AE25E4F74040",571,"5507 Ellen St","Riverside","Riverside","CA",92503,3578006,49244,88557,3715807,33.93665,-117.46393,"0101000020CE1300009AD8A4D7EDCC3DC15921136D8DCF3541",0,0
572,"0101000020E6100000315F5E807D5C5DC04E7FF62345004140",572,"4773 Eagle Ridge Ct","Riverside","Riverside","CA",92509,3431951,33943,39638,3505532,34.00211,-117.44516,"0101000020CE13000003B1E83DFABF3DC1F67E73CAE5E93541",0,0
573,"0101000020E6100000AC5626FC527B5DC06A4DF38E53584140",573,"11814 E Avenue D","Lancaster","Los Angeles","CA",93535,997332,15778,74296,1087406,34.69005,-117.92694,"0101000020CE13000024EBB28E5A233EC1A5FEC5E86B353741",69,69
574,"0101000020E610000089981249F4825DC09A5FCD0182554140",574,"4677 E Avenue G","Lancaster","Los Angeles","CA",93535,3892990,24498,81375,3998863,34.66803,-118.04616,"0101000020CE1300003BFD4011C34E3EC13754C86DC3353741",120,120
575,"0101000020E61000002ECA6C9049845DC0A089B0E1E95D4140",575,"3554 E Avenue H6","Lancaster","Los Angeles","CA",93535,2846875,37404,16802,2901081,34.7337,-118.06699,"0101000020CE1300003685FC9B5B4F3EC1BE8E941463533741",0,0
576,"0101000020E61000009F71E14048885DC0E292E34EE95C4140",576,"256 E Avenue J13","Lancaster","Los Angeles","CA",93535,2310983,25418,37734,2374135,34.72587,-118.12941,"0101000020CE1300001FF159C5B2653EC130D0716C29553741",0,0
577,"0101000020E6100000C4995FCD01885DC078EE3D5C725C4140",577,"376 E Avenue J13","Lancaster","Los Angeles","CA",93535,1227338,3563,76990,1307891,34.72224,-118.12511,"0101000020CE130000CDF59A6094643EC117DD8E3844533741",0,0
578,"0101000020E61000007CED992501885DC078EE3D5C725C4140",578,"379 E Avenue J14","Lancaster","Los Angeles","CA",93535,3084330,29249,36545,3150124,34.72224,-118.12507,"0101000020CE130000635D75D790643EC15264EF6143533741",0,0
579,"0101000020E6100000E223624A24875DC092AE997CB3554140",579,"1042 E Avenue J7","Lancaster","Los Angeles","CA",93535,3901255,42276,62957,4006488,34.66954,-118.11159,"0101000020CE130000E6F1916C38653EC11368A447C13B3741",0,0
580,"0101000020E6100000FFCF61BEBC865DC0FDF675E09C594140",580,"1338 E Kildare St","Lancaster","Los Angeles","CA",93535,1605640,27890,17175,1650705,34.7001,-118.10527,"0101000020CE1300002DE1CE74F55F3EC1D50D6EDD3A483741",0,0
581,"0101000020E6100000DB8AFD65F77C5DC0B532E197FA494140",581,"9867 E Avenue Q14","Littlerock","Los Angeles","CA",93543,3034781,29459,53384,3117624,34.57796,-117.9526,"0101000020CE130000A55A1BEF6E373EC122742C1BD6073741",177,177
582,"0101000020E61000008D5DA27A6B7C5DC0C8D2872EA8474140",582,"10352 E Avenue R2","Littlerock","Los Angeles","CA",93543,3315811,0,60533,3376344,34.55982,-117.94406,"0101000020CE13000007CEB8994A363EC163C2575B6DFF3641",252,252
583,"0101000020E610000046425BCEA57A5DC03B53E8BCC6464140",583,"11863 E Avenue S10","Littlerock","Los Angeles","CA",93543,3784461,15647,43264,3843372,34.55294,-117.91637,"0101000020CE13000054345786642D3EC1DB54EAC33FFA3641",303,300
584,"0101000020E6100000944DB9C2BB7C5DC0E7E3DA5031464140",584,"10119 E Avenue S12","Littlerock","Los Angeles","CA",93543,2023363,31916,86908,2142187,34.54838,-117.94896,"0101000020CE1300000DB7B7B121393EC1BEDEE810F6FA3641",63,63
585,"0101000020E61000000DA661F888885DC01D774A07EB174140",585,"2425 El Molino Ave","Altadena","Los Angeles","CA",91001,1907549,44649,0,1952198,34.18686,-118.13336,"0101000020CE130000410363BE669D3EC1415D07A367703641",0,0
586,"0101000020E6100000EC12D55B038B5DC0096D3997E2EE4040",586,"1664 E Curry St","Long Beach","Los Angeles","CA",90805,949338,0,41667,991005,33.86629,-118.17208,"0101000020CE130000C3E4711138CB3EC1CCF58EFF70EB3541",0,0
588,"0101000020E61000000E677E35077A5DC09869FB57560E4140",588,"170 E Kirkwall Rd","Azusa","Los Angeles","CA",91702,1716429,49402,17598,1783429,34.11201,-117.90669,"0101000020CE130000D548960D0A563EC19B661CCFFC3D3641",0,0
589,"0101000020E61000003F00A94D9C725DC049A297512C4B4140",589,"19030 E Avenue Q","Palmdale","Los Angeles","CA",93591,2264943,0,19971,2284914,34.58729,-117.79079,"0101000020CE130000183E021E7FFE3DC1CE0102B0AEFE3641",0,0
590,"0101000020E610000077D66EBBD0705DC098512CB7B44A4140",590,"20555 E Avenue R","Palmdale","Los Angeles","CA",93591,3963165,0,28062,3991227,34.58364,-117.76274,"0101000020CE1300000AACBDDF25F53DC1F5F75E50DDFA3641",0,0
591,"0101000020E610000097E2AAB2EF585DC0888043A852434140",591,"15049 Escalante Ct","Victorville","San Bernardino","CA",92394,1234653,24900,71618,1331171,34.52596,-117.38963,"0101000020CE1300002FD3A83189793DC1E3DF525472C43641",117,117
592,"0101000020E61000005E807D74EA485DC0D174763238024140",592,"30469 E Sunset Dr S","Redlands","San Bernardino","CA",92373,1973711,42287,79397,2095395,34.01734,-117.13931,"0101000020CE13000006BB94E2B3533DC1C0C2C2290BD83541",1005,963
593,"0101000020E6100000B2F4A10BEA515DC0454772F90F0D4140",593,"268 E King St","San Bernardino","San Bernardino","CA",92408,3202347,44524,95844,3342715,34.10205,-117.27991,"0101000020CE13000075E08C24977C3DC10D45365E3F073641",0,0
594,"0101000020E610000068791EDC9D515DC0AFCE31207B394140",594,"10922 E Ave","Hesperia","San Bernardino","CA",92345,3133777,26656,62415,3222848,34.44907,-117.27526,"0101000020CE13000052FEDA1A53593DC17AFE8629A49A3641",0,0
595,"0101000020E6100000CCEEC9C342495DC0D8817346941A4140",595,"30238 Elfin Ct","Running Springs","San Bernardino","CA",92382,3752564,0,66660,3819224,34.20765,-117.1447,"0101000020CE1300009B47DFDE3F433DC1981C9F8583293641",855,807
596,"0101000020E6100000821C9430D3465DC01E166A4DF31A4140",596,"31942 Encina Way","Running Springs","San Bernardino","CA",92382,1801830,23946,61349,1887125,34.21055,-117.10664,"0101000020CE1300005BDE6C88B5353DC1F5FE1460C0273641",168,165
597,"0101000020E61000007E350708E6505DC027C286A757124140",597,"1112 E Mirada Rd","San Bernardino","San Bernardino","CA",92404,674245,33346,65194,772785,34.1433,-117.26404,"0101000020CE1300009DDADF090F733DC1FF1675938C173641",0,0
598,"0101000020E61000009352D0ED25895DC074D2FBC6D7124140",598,"96 N Euclid Ave","Pasadena","Los Angeles","CA",91101,600223,22918,9461,632602,34.14721,-118.14294,"0101000020CE130000C8A01AC6BAA43EC1B96DFF9059603641",0,0
599,"0101000020E61000001F85EB51B83E5DC04F0647C9ABF74040",599,"960 Edgar Ave","Beaumont","Riverside","CA",92223,645409,10296,33476,689181,33.93493,-116.98,"0101000020CE130000EAA9403AED233DC1555821FD66A83541",42,42
600,"0101000020E610000038328FFCC1785DC0718FA50F5DCC4040",600,"1763 E Ocean Blvd","Newport Beach","Orange","CA",92661,520172,29681,66359,616212,33.59659,-117.88684,"0101000020CE1300005665935C7B823EC107DEA4EB56613541",0,0
601,"0101000020E6100000BCB376DB85785DC0F86BB2463DCC4040",601,"2159 E Oceanfront","Newport Beach","Orange","CA",92661,2587876,25483,42166,2655525,33.59562,-117.88317,"0101000020CE130000CCBE72C34A813EC126690D39A0603541",0,0
602,"0101000020E610000088D7F50B76795DC00FD1E80E62E34040",602,"13472 El Prado Ave","Garden Grove","Orange","CA",92840,2946364,18357,14285,2979006,33.77643,-117.89783,"0101000020CE1300005B02091D69743EC105D8BB8CA5AE3541",0,0
603,"0101000020E61000000057B26323725DC08F19A88C7FE34040",603,"10514 Easter Hill Dr","Santa Ana","Orange","CA",92705,3987593,14008,26839,4028440,33.77733,-117.78341,"0101000020CE130000175CC8384D4C3EC1C2674699AAA53541",0,0
604,"0101000020E61000005BD3BCE314735DC06DFFCA4A93EA4040",604,"5176 E Gabrielle Ln","Orange","Orange","CA",92867,2821021,0,65995,2887016,33.83262,-117.79815,"0101000020CE13000043E74998F84B3EC10641456E5EBE3541",0,0
605,"0101000020E61000003485CE6BEC705DC067D5E76A2BEA4040",605,"8353 E Loftwood Ln","Orange","Orange","CA",92867,3415006,11704,10155,3436865,33.82945,-117.76443,"0101000020CE1300001C51437B7F403EC1F299948145BA3541",0,0
606,"0101000020E6100000BB61DBA2CC745DC04B766C04E2E54040",606,"2729 E Orngegrve","Orange","Orange","CA",92867,1705633,42435,68040,1816108,33.79596,-117.82499,"0101000020CE1300005F3106B5FE583EC18DF3A602FBB03541",0,0
607,"0101000020E6100000B37BF2B050715DC09FC893A46BEA4040",607,"7834 E Portico Terrace","Orange","Orange","CA",92867,1623595,0,29916,1653511,33.83141,-117.77055,"0101000020CE130000EB5A9C7471423EC1C819017A9ABB3541",0,0
608,"0101000020E6100000DB334B02D4705DC006BB61DBA2E44040",608,"8462 E Deershire Ct","Orange","Orange","CA",92869,3871963,6851,73995,3952809,33.78622,-117.76294,"0101000020CE130000FF8A359A42443EC11491A66AC6A73541",0,0
609,"0101000020E61000002F8672A25D715DC0F7CC920035E54040",609,"7655 E Knollwood Dr","Orange","Orange","CA",92869,1413239,44085,23342,1480666,33.79068,-117.77134,"0101000020CE13000095FD029CC1463EC1AC68EB0F5BAA3541",0,0
610,"0101000020E61000007D224F92AE715DC064AF777FBCE74040",610,"20344 E Randall St","Orange","Orange","CA",92869,3576350,44356,10707,3631413,33.81044,-117.77628,"0101000020CE1300000669237186463EC1A4175E4728B33541",0,0
611,"0101000020E610000041F163CC5D735DC0EDF5EE8FF7C64040",611,"572 Emerald Bay","Laguna Beach","Orange","CA",92651,2862830,38906,86390,2988126,33.55443,-117.8026,"0101000020CE130000E5E50A3F22693EC178490A2F84483541",0,0
612,"0101000020E6100000B398D87C5C735DC0A54929E8F6C64040",612,"579 Emerald Bay","Laguna Beach","Orange","CA",92651,3528893,0,12284,3541177,33.55441,-117.80252,"0101000020CE1300005154F5911B693EC100DAA95480483541",0,0
613,"0101000020E610000009168733BF545DC0AE9E93DE37D64040",613,"433 Ellis St","Lake Elsinore","Riverside","CA",92530,3037725,35727,11292,3084744,33.67358,-117.32417,"0101000020CE130000DE242011A4B53DC163FE8D816E543541",18,18
614,"0101000020E6100000C1A8A44E40695DC0325A475513C44040",614,"4 Eric St","Mission Viejo","Orange","CA",92694,2839667,47246,70787,2957700,33.53184,-117.64455,"0101000020CE130000D40D0E14E8333EC100E36E8103323541",408,396
615,"0101000020E6100000F2B0506B9A4B5DC035EF384547A24040",615,"7096 Eagle Mountain Rd","Bonsall","San Diego","CA",92003,1828533,41398,6672,1876603,33.2678,-117.1813,"0101000020CE13000081389A84A9AA3DC1C515C2EA649C3441",861,795
616,"0101000020E610000067B8019F1F465DC0713D0AD7A3944040",616,"248 Eastridge Ln","Escondido","San Diego","CA",92026,3955593,9000,76250,4040843,33.16125,-117.09568,"0101000020CE130000D8688615B3963DC1D316CD973D683441",0,0
617,"0101000020E6100000C51B9947FE505DC0B8921D1B819C4040",617,"1476 Eastmore Pl","Oceanside","San Diego","CA",92056,1108460,48479,42085,1199024,33.22269,-117.26552,"0101000020CE130000FC3CBF72B8CC3DC1315D84A5F48F3441",0,0
618,"0101000020E61000003A234A7B83475DC00A4B3CA06C924040",618,"1894 Eagle Rock Dr","San Marcos","San Diego","CA",92069,2566639,0,13189,2579828,33.14394,-117.1174,"0101000020CE1300000AC27C7D08A03DC16A91BD3D9C623441",24,24
619,"0101000020E61000009F02603C833C5DC0319413ED2AE04040",619,"2508 E Devonshire Ave","Hemet","Riverside","CA",92544,1982245,21874,71383,2075502,33.75131,-116.94551,"0101000020CE1300001013283362293DC1FCC162E27D573541",21,21
620,"0101000020E61000009C8A54185B3C5DC0034356B77AE24040",620,"1027 E Cmonwalth Av","San Jacinto","Riverside","CA",92583,982057,5603,42621,1030281,33.76937,-116.94306,"0101000020CE130000FF9F6F37CD263DC155D6058BFD5E3541",9,9
621,"0101000020E610000000917EFB3A4A5DC072C45A7C0AD44040",621,"28698 Eickhoff Dr","Menifee","Riverside","CA",92584,3852877,25243,44987,3923107,33.65657,-117.15985,"0101000020CE1300008A2529DEA57D3DC13146E66617403541",33,33
622,"0101000020E61000004BB0389CF94F5DC0B8585183698C4040",622,"7320 El Fuerte St","Carlsbad","San Diego","CA",92009,3612043,24505,94355,3730903,33.09697,-117.24961,"0101000020CE130000C04081B643D33DC117EE1B3439593441",0,0
623,"0101000020E610000056F146E691435EC05EF415A419674340",623,"5872 Bridle Trail Ln","Pilot Hill","El Dorado","CA",95664,435653,0,64330,499983,38.80547,-121.05578,"0101000020CE13000002708260834140C19282E0DAAA0F3F41",231,225
624,"0101000020E6100000D6A8876874255EC04F0647C9ABF34240",624,"577 Bret Harte Dr","Copperopolis","Calaveras","CA",95228,537090,40792,89142,667024,37.90368,-120.58523,"0101000020CE130000FB9A71E8A12740C154A662D323693D41",114,111
625,"0101000020E6100000F7E978CC405F5EC062F3716DA8DC4340",625,"4339 Big Bend Rd","Oroville","Butte","CA",95965,849374,42764,79306,971444,39.72389,-121.48833,"0101000020CE130000A10F0F3A5D5240C126AA1D4CC95C4041",1371,1290
626,"0101000020E61000001B649291B34E5DC0F888981249804040",626,"15800 El Camino Real","Del Mar","San Diego","CA",92014,1235781,11174,18474,1265429,33.00223,-117.22971,"0101000020CE130000538EF55762D53DC1F00B41DD582F3441",21,21
627,"0101000020E6100000622D3E05C0505DC0ADC090D5AD824040",627,"1386 Este Vista Ct","Encinitas","San Diego","CA",92024,1153359,21300,16829,1191488,33.02093,-117.26172,"0101000020CE1300004294FDFBE5DE3DC1794387E4DE393441",21,21
628,"0101000020E61000003815A930B64A5DC0FE65F7E461894040",628,"19677 Elfin Glen","Escondido","San Diego","CA",92029,1299038,30835,26341,1356214,33.0733,-117.16737,"0101000020CE1300004A08DF4E7CB83DC1F7AC1C3A90483441",120,120
629,"0101000020E61000007B4963B48E505DC012C2A38D236A4040",629,"1652 El Camino Del Teatro","La Jolla","San Diego","CA",92037,956571,46861,11115,1014547,32.82921,-117.25871,"0101000020CE130000FC7B536F5FF03DC186EDF31024E83341",0,0
630,"0101000020E61000003F52448655505DC09296CADB116E4040",630,"8420 El Paseo Grande","La Jolla","San Diego","CA",92037,2345043,17299,18985,2381327,32.85992,-117.25522,"0101000020CE13000015DCD3B72AEC3DC1743D9225E9F43341",0,0
631,"0101000020E61000001F80D4264E505DC07C613255306E4040",631,"8472 El Paseo Grande","La Jolla","San Diego","CA",92037,615600,0,0,615600,32.86085,-117.25477,"0101000020CE130000E7ED66E1EAEB3DC169B44F0B45F53341",0,0
632,"0101000020E6100000E6577380604E5DC0529B38B9DF814040",632,"5071 El Acebo","Rancho Santa Fe","San Diego","CA",92067,527842,17952,0,545794,33.01464,-117.22464,"0101000020CE130000D4B0AC7264D23DC1DEA4542B37343441",18,18
633,"0101000020E61000009D853DEDF04B5DC0D00A0C59DD824040",633,"17169 El Mirador","Rancho Santa Fe","San Diego","CA",92067,2260293,0,11720,2272013,33.02238,-117.18658,"0101000020CE1300007736EA212FC43DC1FF5F479573343441",0,0
634,"0101000020E6100000B1169F02604C5DC08AABCABE2B824040",634,"16780 El Zorro Vista","Rancho Santa Fe","San Diego","CA",92067,2510737,15760,75146,2601643,33.01696,-117.19336,"0101000020CE130000E10991CE1AC73DC14088A0DBB0323441",0,0
635,"0101000020E6100000618907944D4F5DC0F88DAF3DB3804040",635,"16140 El Camino Real","Rancho Santa Fe","San Diego","CA",92075,1601269,21154,70814,1693237,33.00547,-117.23911,"0101000020CE1300003928FC7165D83DC1CAFAC8E57A313441",0,0
636,"0101000020E6100000003ACC97174E5DC046CEC29E76844040",636,"5250 El Mirlo","Rancho Santa Fe","San Diego","CA",92091,738108,36409,78740,853257,33.03487,-117.22019,"0101000020CE130000D22C458CDDCE3DC16E4E8467753C3441",30,27
637,"0101000020E6100000F38E537424495DC05E6397A8DE7E4040",637,"7987 Entrada De Luz E","San Diego","San Diego","CA",92127,3005620,0,92224,3097844,32.99117,-117.14285,"0101000020CE13000071DC8BEFB7B73DC1D5C5A58CAD233441",117,114
638,"0101000020E610000044FAEDEBC0495DC0CCD1E3F736794040",638,"7986 Eclipse Rd","San Diego","San Diego","CA",92129,1121010,12761,11479,1145250,32.94699,-117.1524,"0101000020CE130000B244896A59BF3DC16BDEF295A8113441",0,0
639,"0101000020E61000001B2FDD24064F5DC07099D36531794040",639,"3846 Elijah Court","San Diego","San Diego","CA",92130,2766220,4702,98887,2869809,32.94682,-117.23475,"0101000020CE130000CB2846FE84DC3DC188E102AA32183441",0,0
640,"0101000020E61000005A12A0A696375DC0A3586E6935704040",640,"14654 El Monte Rd","Lakeside","San Diego","CA",92040,3521457,25663,58988,3606108,32.87663,-116.86857,"0101000020CE13000055C2CDFF80613DC1669685BF21DD3341",573,540
641,"0101000020E610000044696FF085415DC0AED3484BE57D4040",641,"14856 Espola Rd","Poway","San Diego","CA",92064,3194348,41521,97819,3333688,32.98356,-117.0238,"0101000020CE130000EBD2CAFD4F8E3DC18589B7F5EF163441",0,0
642,"0101000020E6100000ACFF73982F375DC0BB0A293FA9864040",642,"629 Elm St","Ramona","San Diego","CA",92065,2460111,0,52171,2512282,33.05204,-116.86228,"0101000020CE130000A94DEA2E9F4E3DC1C448B99443273441",678,648
643,"0101000020E61000005C55F65D113E5DC0C364AA60546E4040",643,"10195 E Glendon Cir","Santee","San Diego","CA",92071,2961890,39697,84241,3085828,32.86195,-116.96981,"0101000020CE130000DE882103CD863DC1A7D724A2EBDE3341",0,0
644,"0101000020E610000063EE5A423E3A5DC051F701486D664040",644,"1899 E Madison Ave","El Cajon","San Diego","CA",92019,3651235,17991,43216,3712442,32.80021,-116.91005,"0101000020CE130000AC16BE5B7B773DC174267313EABF3341",0,0
645,"0101000020E6100000F41ABB44F53A5DC040A4DFBE0E644040",645,"1017 Ellen Ln","El Cajon","San Diego","CA",92019,782760,0,68088,850848,32.7817,-116.92122,"0101000020CE13000077DEAD32357D3DC13B3033DFEDB83341",12,12
646,"0101000020E6100000FCC6D79E593A5DC04DF8A57EDE604040",646,"2073 Elva St","El Cajon","San Diego","CA",92019,2806472,0,98035,2904507,32.75679,-116.91172,"0101000020CE130000C96CFD6F347C3DC1C47DA3B894AD3341",0,0
647,"0101000020E61000007E8CB96B09C95DC00F0BB5A679AF4140",647,"1406 Ensley Drive","Bakersfield","Kern","CA",93312,1694482,0,25695,1720177,35.3709,-119.1412,"0101000020CE1300006FE701109D7E3FC160E0F1037ABB3841",0,0
648,"0101000020E6100000815B77F354155DC096E7C1DD59DB4040",648,"46190 E El Dorado Ave","Indian Wells","Riverside","CA",92210,1153900,8795,96829,1259524,33.71368,-116.33331,"0101000020CE130000D04221D40F563CC119170A5C0B183541",0,0
649,"0101000020E610000001F6D1A92B155DC022895E46B1E04040",649,"175 Eagle Dance Cir","Palm Desert","Riverside","CA",92211,1998943,3055,11288,2013286,33.75541,-116.33079,"0101000020CE130000B3AD726B4F513CC1790F4BE5A5293541",0,0
650,"0101000020E6100000D5CF9B8A54E05CC09609BFD4CF8F4040",650,"554 E Bonita Pl","Calipatria","Imperial","CA",92233,3297003,0,20697,3317700,33.12353,-115.50516,"0101000020CE1300009626A17A54673BC15047002312DE3341",0,0
651,"0101000020E61000006AF6402B30E05CC04E97C5C4E68F4040",651,"651 E Bonita Pl","Calipatria","Imperial","CA",92233,2972781,0,39505,3012286,33.12423,-115.50294,"0101000020CE13000023F166077B663BC1127BA7AE34DE3341",0,0
652,"0101000020E6100000930035B56C115DC0BF4351A04FD84040",652,"79774 E Mission Dr","La Quinta","Riverside","CA",92253,598791,41908,50029,690728,33.68993,-116.27226,"0101000020CE130000890532CBCE423CC17B47501043093541",0,0
653,"0101000020E6100000F6402B3064FB5CC0DAC9E02879C14040",653,"73618 E Palm Ave","Mecca","Riverside","CA",92254,2198948,5815,6528,2211291,33.51151,-115.92799,"0101000020CE1300008B9A1CA4F8D93BC14977E3DC20A33441",0,0
654,"0101000020E6100000E7E3DA5031045DC0228E75711BC94040",654,"65739 Emilia Way","Mecca","Riverside","CA",92254,1639949,0,5815,1645764,33.57115,-116.06551,"0101000020CE130000B4AC1774FD043CC1BA305469ECC63441",0,0
655,"0101000020E6100000D174763238225DC076C3B64599E54040",655,"1051 E Sierra Way","Palm Springs","Riverside","CA",92264,2593102,0,60792,2653894,33.79374,-116.53468,"0101000020CE130000796A488A4B953CC115122D009E493541",21,21
656,"0101000020E610000072FE261422225DC09A99999999E54040",656,"1193 E Sierra Way","Palm Springs","Riverside","CA",92264,1383760,36248,7878,1427886,33.79375,-116.53333,"0101000020CE13000047119112D2943CC17BF08B7B84493541",0,0
657,"0101000020E6100000C190D5AD9E215DC082AD122C0EE74040",657,"2100 E Sonora Rd","Palm Springs","Riverside","CA",92264,1789484,30694,12973,1833151,33.80512,-116.52531,"0101000020CE1300006E679DA2F1903CC12FD0DE48BF4D3541",0,0
658,"0101000020E6100000C139234A7B275DC031EBC5504EC04040",658,"42725 El Campo Rd","Anza","Riverside","CA",92539,953108,15740,0,968848,33.50239,-116.6169,"0101000020CE130000A9A66E677FCD3CC15F638C14CFD33441",1995,1824
659,"0101000020E61000003BC269C18B205DC088F4DBD781134140",659,"52971 Easy Street","Morongo Valley","San Bernardino","CA",92256,3682624,7797,30276,3720697,34.1524,-116.50853,"0101000020CE130000C8471D6C986A3CC126B7BBED8AE03541",159,159
660,"0101000020E610000083A3E4D539225DC0575BB1BFECEA4040",660,"1097 E El Alameda","Palm Springs","Riverside","CA",92262,1624882,35388,30072,1690342,33.83535,-116.53478,"0101000020CE13000078526ABB6F913CC1785A41005D5B3541",0,0
661,"0101000020E61000003B3602F1BA225DC05AF5B9DA8AED4040",661,"472 E Francis Dr","Palm Springs","Riverside","CA",92262,508810,6416,68835,584061,33.8558,-116.54266,"0101000020CE1300007F48B3DD48923CC1D4D49C18B0643541",0,0
662,"0101000020E6100000B4024356B7225DC066834C3272EA4040",662,"483 E Valmonte Sur","Palm Springs","Riverside","CA",92262,2752658,40260,43556,2836474,33.83161,-116.54244,"0101000020CE13000088CD3DD878943CC17A7FDBC65B5A3541",0,0
663,"0101000020E61000008109DCBA9BA75CC0107A36AB3E6B4140",663,"1007 Earl Ct","Needles","San Bernardino","CA",92363,3493316,31195,77495,3602006,34.83785,-114.61888,"0101000020CE130000254899A6129B39C1ABE12B3C267C3641",0,0
664,"0101000020E610000084D89942E7A75CC0A75CE15D2E6A4140",664,"2043 El Monte St","Needles","San Bernardino","CA",92363,3473385,30834,58462,3562681,34.82954,-114.62349,"0101000020CE1300009256C3D2619D39C14816EED4E7783641",0,0
665,"0101000020E6100000EF38454772A75CC0D717096D396B4140",665,"144 Erin Dr","Needles","San Bernardino","CA",92363,2759144,6321,50166,2815631,34.83769,-114.61635,"0101000020CE130000D6367508359A39C160B3C101E87B3641",0,0
666,"0101000020E61000000C1F115322975EC0B75D68AED3C84240",666,"569 Eucalyptus Ave","Hillsborough","San Mateo","CA",94010,2117710,15739,37344,2170793,37.56896,-122.36147,"0101000020CE1300000F756EFC0D5F41C1E40A41643F7C3D41",3,3
809,"0101000020E6100000EA78CC40657A5EC0CAFD0E4581C24240",809,"44127 Hunter Terrace","Fremont","Alameda","CA",94539,198468,37194,49998,285660,37.51957,-121.91243,"0101000020CE1300008087FF631E1841C16B8C6379BF3D3D41",0,0
667,"0101000020E6100000B4B0A71DFE965EC04D672783A3C84240",667,"433 Eucalyptus Avenue","Hillsborough","San Mateo","CA",94010,2572315,14702,62870,2649887,37.56749,-122.35926,"0101000020CE130000338DAC8FC75E41C1AC75C4FE6B7B3D41",0,0
668,"0101000020E6100000E5B33C0FEE965EC0041C42959AC94240",668,"1790 Floribunda Ave","Hillsborough","San Mateo","CA",94010,2785286,36482,60368,2882136,37.57503,-122.35828,"0101000020CE13000038755EA32A5E41C13CED4C3F817E3D41",0,0
669,"0101000020E6100000083D9B559F975EC02176A6D079C94240",669,"2148 Geri Ln","Hillsborough","San Mateo","CA",94010,3589934,44113,95579,3729626,37.57403,-122.3691,"0101000020CE13000061804D2C016041C197D86FB2187F3D41",0,0
670,"0101000020E6100000087767EDB68D5EC06F47382D78B94240",670,"93 Fleur Pl","Atherton","San Mateo","CA",94027,1093835,15576,17995,1127406,37.44898,-122.21429,"0101000020CE13000051E9F378034E41C1A8BEEBD7F83B3D41",3,3
